timestamp,open,high,low,close,volume
2025-04-15 00:00:00+05:30,68.6,71.0,68.6,70.61,205236
2025-04-16 00:00:00+05:30,71.01,73.0,70.31,71.59,156715
2025-04-17 00:00:00+05:30,71.7,73.2,70.31,71.43,165522
2025-04-21 00:00:00+05:30,71.93,74.0,70.96,72.57,328685
2025-04-22 00:00:00+05:30,72.9,74.09,72.0,73.34,239299
2025-04-23 00:00:00+05:30,73.99,74.4,71.9,72.94,159164
2025-04-24 00:00:00+05:30,72.94,74.86,72.94,73.84,158243
2025-04-25 00:00:00+05:30,74.2,74.2,69.47,71.03,232062
2025-04-28 00:00:00+05:30,70.4,71.49,69.6,70.95,102332
2025-04-29 00:00:00+05:30,71.3,72.44,70.51,70.65,53047
2025-04-30 00:00:00+05:30,70.41,70.8,69.24,69.81,135145
2025-05-02 00:00:00+05:30,69.81,70.65,68.5,69.29,91889
2025-05-05 00:00:00+05:30,70.0,70.61,69.16,70.42,98006
2025-05-06 00:00:00+05:30,70.42,71.1,68.1,68.9,132731
2025-05-07 00:00:00+05:30,68.02,71.95,68.02,71.2,157098
2025-05-08 00:00:00+05:30,71.2,72.4,69.6,70.28,115507
2025-05-09 00:00:00+05:30,68.6,70.38,68.35,69.19,146020
2025-05-12 00:00:00+05:30,70.1,72.78,70.1,71.25,194964
2025-05-13 00:00:00+05:30,71.25,73.31,71.25,72.2,163680
2025-05-14 00:00:00+05:30,72.6,74.8,72.5,73.68,181935
2025-05-15 00:00:00+05:30,74.39,75.8,74.08,74.75,295331
2025-05-16 00:00:00+05:30,75.1,76.01,74.11,75.43,154004
2025-05-19 00:00:00+05:30,75.8,78.8,75.43,77.6,315334
2025-05-20 00:00:00+05:30,78.0,78.64,75.31,75.63,116906
2025-05-21 00:00:00+05:30,75.62,76.7,74.22,75.03,114535
2025-05-22 00:00:00+05:30,75.32,75.7,74.3,75.47,68994
2025-05-23 00:00:00+05:30,75.49,77.55,74.7,77.22,120542
2025-05-26 00:00:00+05:30,77.21,77.99,75.99,76.47,110935
2025-05-27 00:00:00+05:30,76.7,78.69,76.36,77.49,91270
2025-05-28 00:00:00+05:30,77.78,79.25,77.38,78.07,151046
2025-05-29 00:00:00+05:30,78.38,78.9,75.27,75.59,366205
2025-05-30 00:00:00+05:30,76.35,76.35,74.01,74.23,133697
2025-06-02 00:00:00+05:30,73.61,75.5,73.29,73.99,228240
2025-06-03 00:00:00+05:30,74.4,77.25,73.35,76.38,365810
2025-06-04 00:00:00+05:30,77.0,77.37,74.64,75.62,244819
2025-06-05 00:00:00+05:30,76.0,78.0,75.02,76.55,313717
2025-06-06 00:00:00+05:30,76.98,77.5,76.13,76.62,114811
2025-06-09 00:00:00+05:30,77.21,78.87,76.5,76.89,263373
2025-06-10 00:00:00+05:30,77.3,78.49,76.62,77.48,199934
2025-06-11 00:00:00+05:30,77.89,79.5,76.32,77.36,352544
2025-06-12 00:00:00+05:30,77.36,77.84,74.75,75.17,313494
2025-06-13 00:00:00+05:30,74.7,75.78,73.45,75.17,170018
2025-06-16 00:00:00+05:30,74.5,76.19,74.02,75.75,101050
2025-06-17 00:00:00+05:30,75.75,75.99,74.6,74.9,100592
2025-06-18 00:00:00+05:30,75.0,76.5,74.0,76.09,130992
2025-06-19 00:00:00+05:30,75.4,75.99,74.45,74.83,96379
2025-06-20 00:00:00+05:30,75.2,75.74,73.52,74.55,139160
2025-06-23 00:00:00+05:30,74.01,74.64,73.65,74.02,281757
2025-06-24 00:00:00+05:30,74.2,75.5,74.2,74.73,76529
2025-06-25 00:00:00+05:30,74.97,82.0,74.1,80.49,775749
2025-06-26 00:00:00+05:30,81.1,85.77,79.04,83.47,1582939
2025-06-27 00:00:00+05:30,84.07,84.27,81.6,83.37,415983
2025-06-30 00:00:00+05:30,83.8,84.37,81.5,83.35,301885
2025-07-01 00:00:00+05:30,83.8,84.8,82.36,82.73,128942
2025-07-02 00:00:00+05:30,83.0,84.29,82.01,83.35,166868
2025-07-03 00:00:00+05:30,83.35,84.23,82.11,82.72,152665
2025-07-04 00:00:00+05:30,83.15,83.15,81.84,82.43,107182
2025-07-07 00:00:00+05:30,82.89,84.25,81.72,82.82,109673
2025-07-08 00:00:00+05:30,82.82,82.9,81.51,82.49,104397
2025-07-09 00:00:00+05:30,82.15,84.25,81.9,83.7,124752
2025-07-10 00:00:00+05:30,84.0,84.0,82.0,82.42,160171
2025-07-11 00:00:00+05:30,82.37,83.99,81.7,82.0,83066
2025-07-14 00:00:00+05:30,82.4,84.0,81.25,82.66,184565
2025-07-15 00:00:00+05:30,82.86,84.7,82.71,83.86,341273
