token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
99926000,Nifty 50,NIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926001,Nifty GrowSect 15,NIFTY GROWSECT 15,,0.000000,1,AMXIDX,NSE,0.000000
99926002,Nifty50 PR 2x Lev,NIFTY50 PR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000
99926004,Nifty 500,NIFTY 500,,0.000000,1,AMXIDX,NSE,0.000000
99926008,Nifty IT,NIFTY IT,,0.000000,1,AMXIDX,NSE,0.000000
99926009,Nifty Bank,BANKNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926011,NIFTY MIDCAP 100,NIFTY MIDCAP 100,,0.000000,1,AMXIDX,NSE,0.000000
99926012,Nifty 100,NIFTY 100,,0.000000,1,AMXIDX,NSE,0.000000
99926013,Nifty Next 50,NIFTYNXT50,,0.000000,1,AMXIDX,NSE,0.000000
99926014,Nifty Midcap 50,NIFTY MIDCAP 50,,0.000000,1,AMXIDX,NSE,0.000000
99926016,HangSeng BeES-NAV,HANGSENG BEES-NAV,,0.000000,1,AMXIDX,NSE,0.000000
99926017,India VIX,INDIA VIX,,0.000000,1,AMXIDX,NSE,0.000000
99926018,Nifty Realty,NIFTY REALTY,,0.000000,1,AMXIDX,NSE,0.000000
99926019,Nifty Infra,NIFTY INFRA,,0.000000,1,AMXIDX,NSE,0.000000
99926020,Nifty Energy,NIFTY ENERGY,,0.000000,1,AMXIDX,NSE,0.000000
99926021,Nifty FMCG,NIFTY FMCG,,0.000000,1,AMXIDX,NSE,0.000000
99926022,Nifty MNC,NIFTY MNC,,0.000000,1,AMXIDX,NSE,0.000000
99926023,Nifty Pharma,NIFTY PHARMA,,0.000000,1,AMXIDX,NSE,0.000000
99926024,Nifty PSE,NIFTY PSE,,0.000000,1,AMXIDX,NSE,0.000000
99926025,Nifty PSU Bank,NIFTY PSU BANK,,0.000000,1,AMXIDX,NSE,0.000000
99926026,Nifty Serv Sector,NIFTY SERV SECTOR,,0.000000,1,AMXIDX,NSE,0.000000
99926029,Nifty Auto,NIFTY AUTO,,0.000000,1,AMXIDX,NSE,0.000000
99926030,Nifty Metal,NIFTY METAL,,0.000000,1,AMXIDX,NSE,0.000000
99926031,Nifty Media,NIFTY MEDIA,,0.000000,1,AMXIDX,NSE,0.000000
99926032,NIFTY SMLCAP 100,NIFTY SMLCAP 100,,0.000000,1,AMXIDX,NSE,0.000000
99926033,Nifty 200,NIFTY 200,,0.000000,1,AMXIDX,NSE,0.000000
99926034,Nifty Div Opps 50,NIFTY DIV OPPS 50,,0.000000,1,AMXIDX,NSE,0.000000
99926035,Nifty Commodities,NIFTY COMMODITIES,,0.000000,1,AMXIDX,NSE,0.000000
99926036,Nifty Consumption,NIFTY CONSUMPTION,,0.000000,1,AMXIDX,NSE,0.000000
99926037,Nifty Fin Service,FINNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926038,Nifty50 Div Point,NIFTY50 DIV POINT,,0.000000,1,AMXIDX,NSE,0.000000
99926040,Nifty100 Liq 15,NIFTY100 LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000
99926041,Nifty CPSE,NIFTY CPSE,,0.000000,1,AMXIDX,NSE,0.000000
99926042,Nifty50 PR 1x Inv,NIFTY50 PR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000
99926043,Nifty50 TR 2x Lev,NIFTY50 TR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000
99926044,Nifty50 TR 1x Inv,NIFTY50 TR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000
99926045,Nifty50 Value 20,NIFTY50 VALUE 20,,0.000000,1,AMXIDX,NSE,0.000000
99926046,Nifty Mid Liq 15,NIFTY MID LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000
99926047,Nifty Pvt Bank,NIFTY PVT BANK,,0.000000,1,AMXIDX,NSE,0.000000
99926048,NIFTY100 Qualty30,NIFTY100 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000
99926049,Nifty GS 8 13Yr,NIFTY GS 8 13YR,,0.000000,1,AMXIDX,NSE,0.000000
99926050,Nifty GS 10Yr,NIFTY GS 10YR,,0.000000,1,AMXIDX,NSE,0.000000
99926051,Nifty GS 10Yr Cln,NIFTY GS 10YR CLN,,0.000000,1,AMXIDX,NSE,0.000000
99926052,Nifty GS 4 8Yr,NIFTY GS 4 8YR,,0.000000,1,AMXIDX,NSE,0.000000
99926053,Nifty GS 11 15Yr,NIFTY GS 11 15YR,,0.000000,1,AMXIDX,NSE,0.000000
99926054,Nifty GS 15YrPlus,NIFTY GS 15YRPLUS,,0.000000,1,AMXIDX,NSE,0.000000
99926055,Nifty GS Compsite,NIFTY GS COMPSITE,,0.000000,1,AMXIDX,NSE,0.000000
99926056,NIFTY50 EQL Wgt,NIFTY50 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000
99926057,NIFTY100 EQL Wgt,NIFTY100 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000
99926058,NIFTY100 LowVol30,NIFTY100 LOWVOL30,,0.000000,1,AMXIDX,NSE,0.000000
99926059,NIFTY Alpha 50,NIFTY ALPHA 50,,0.000000,1,AMXIDX,NSE,0.000000
99926060,NIFTY MIDCAP 150,NIFTY MIDCAP 150,,0.000000,1,AMXIDX,NSE,0.000000
99926061,NIFTY SMLCAP 50,NIFTY SMLCAP 50,,0.000000,1,AMXIDX,NSE,0.000000
99926062,NIFTY SMLCAP 250,NIFTY SMLCAP 250,,0.000000,1,AMXIDX,NSE,0.000000
99926063,NIFTY MIDSML 400,NIFTY MIDSML 400,,0.000000,1,AMXIDX,NSE,0.000000
99926064,NIFTY200 QUALTY30,NIFTY200 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000
99926074,NIFTY MID SELECT,MIDCPNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
10012,EBBE23INAV-EQ,EBBE23INAV,,-1.000000,1,,NSE,1.000000
10181,BALKRISHNA-EQ,BALKRISHNA,,-1.000000,1,,NSE,1.000000
10195,753AS27-SG,753AS27,,-1.000000,100,,NSE,1.000000
10203,793AP33-SG,793AP33,,-1.000000,100,,NSE,1.000000
10215,795AP39-SG,795AP39,,-1.000000,100,,NSE,1.000000
10227,MANORAMA-EQ,MANORAMA,,-1.000000,1,,NSE,10.000000
10252,782WB32-SG,782WB32,,-1.000000,100,,NSE,1.000000
10368,783MN32-SG,783MN32,,-1.000000,100,,NSE,1.000000
10381,798RJ42-SG,798RJ42,,-1.000000,100,,NSE,1.000000
10383,802AP38-SG,802AP38,,-1.000000,100,,NSE,1.000000
10435,OSEINTRUST-IV,OSEINTRUST,,-1.000000,25000,,NSE,1.000000
10474,805RJ37-SG,805RJ37,,-1.000000,100,,NSE,1.000000
10530,SHARDAMOTR-EQ,SHARDAMOTR,,-1.000000,1,,NSE,5.000000
10541,767NL32-SG,767NL32,,-1.000000,100,,NSE,1.000000
1074,655GA30-SG,655GA30,,-1.000000,100,,NSE,1.000000
10579,MARKSANS-EQ,MARKSANS,,-1.000000,1,,NSE,1.000000
10638,777RJ32-SG,777RJ32,,-1.000000,100,,NSE,1.000000
10786,NOIDATOLL-EQ,NOIDATOLL,,-1.000000,1,,NSE,1.000000
1077,659HR30-SG,659HR30,,-1.000000,100,,NSE,1.000000
10773,776KL38-SG,776KL38,,-1.000000,100,,NSE,1.000000
10783,774TS45-SG,774TS45,,-1.000000,100,,NSE,1.000000
10791,NUCLEUS-EQ,NUCLEUS,,-1.000000,1,,NSE,5.000000
10794,CANBK-EQ,CANBK,,-1.000000,1,,NSE,1.000000
10839,HDFC1406DG-MF,HDFC1406DG,,-1.000000,1,,NSE,1.000000
10845,771KL42-SG,771KL42,,-1.000000,100,,NSE,1.000000
10889,KORE-SM,KORE,,-1.000000,250,,NSE,5.000000
10893,DBOL-EQ,DBOL,,-1.000000,1,,NSE,1.000000
10904,747TS31-SG,747TS31,,-1.000000,100,,NSE,1.000000
1092,675KA34-SG,675KA34,,-1.000000,100,,NSE,1.000000
10905,GENESYS-EQ,GENESYS,,-1.000000,1,,NSE,5.000000
10906,753AS32-SG,753AS32,,-1.000000,100,,NSE,1.000000
10956,745BR32-SG,745BR32,,-1.000000,100,,NSE,1.000000
11027,INFOBEAN-EQ,INFOBEAN,,-1.000000,1,,NSE,1.000000
11033,SANGINITA-BE,SANGINITA,,-1.000000,1,,NSE,1.000000
11039,DCMNVL-EQ,DCMNVL,,-1.000000,1,,NSE,1.000000
11140,SUMIT-EQ,SUMIT,,-1.000000,1,,NSE,1.000000
11154,SGBJUL27-GB,SGBJUL27,,-1.000000,1,,NSE,1.000000
11220,VARDHACRLC-EQ,VARDHACRLC,,-1.000000,1,,NSE,1.000000
11226,BAGFILMS-EQ,BAGFILMS,,-1.000000,1,,NSE,1.000000
11253,WELSPUNLIV-EQ,WELSPUNLIV,,-1.000000,1,,NSE,1.000000
11285,764MH32-SG,764MH32,,-1.000000,100,,NSE,1.000000
11368,905SC24B-Z9,905SC24B,,-1.000000,1,,NSE,1.000000
11461,JPASSOCIAT-BE,JPASSOCIAT,,-1.000000,1,,NSE,1.000000
11510,785UK32-SG,785UK32,,-1.000000,100,,NSE,1.000000
11560,HDFC1359DG-MF,HDFC1359DG,,-1.000000,1,,NSE,1.000000
11573,FORCEMOT-EQ,FORCEMOT,,-1.000000,1,,NSE,500.000000
1158,649KA30A-SG,649KA30A,,-1.000000,100,,NSE,1.000000
11619,GOLDENTOBC-BZ,GOLDENTOBC,,-1.000000,1,,NSE,1.000000
11665,79NHIT40-N2,79NHIT40,,-1.000000,1,,NSE,1.000000
11667,DWARKESH-EQ,DWARKESH,,-1.000000,1,,NSE,1.000000
117,OMFURN-SM,OMFURN,,-1.000000,1200,,NSE,5.000000
11693,782TN32-SG,782TN32,,-1.000000,100,,NSE,1.000000
11695,788MP33-SG,788MP33,,-1.000000,100,,NSE,1.000000
11743,JINDALPHOT-EQ,JINDALPHOT,,-1.000000,1,,NSE,10.000000
11764,782AS32A-SG,782AS32A,,-1.000000,100,,NSE,1.000000
11796,HPIL-EQ,HPIL,,-1.000000,1,,NSE,1.000000
11798,ALLDIGI-EQ,ALLDIGI,,-1.000000,1,,NSE,5.000000
11829,SSWL-EQ,SSWL,,-1.000000,1,,NSE,1.000000
11919,MSPL-EQ,MSPL,,-1.000000,1,,NSE,1.000000
11927,NECLIFE-EQ,NECLIFE,,-1.000000,1,,NSE,1.000000
11932,FUSION-EQ,FUSION,,-1.000000,1,,NSE,1.000000
11935,SPLIL-EQ,SPLIL,,-1.000000,1,,NSE,1.000000
11971,GOLDIAM-EQ,GOLDIAM,,-1.000000,1,,NSE,5.000000
11981,765PN42-SG,765PN42,,-1.000000,100,,NSE,1.000000
12024,ACI-EQ,ACI,,-1.000000,1,,NSE,5.000000
12026,RENUKA-EQ,RENUKA,,-1.000000,1,,NSE,1.000000
12034,BASML-EQ,BASML,,-1.000000,1,,NSE,1.000000
12040,UTIDGR35P1-MF,UTIDGR35P1,,-1.000000,1,,NSE,1.000000
12071,UTIRQP35P1-MF,UTIRQP35P1,,-1.000000,1,,NSE,1.000000
12289,739ML26-SG,739ML26,,-1.000000,100,,NSE,1.000000
12311,774KA37-SG,774KA37,,-1.000000,100,,NSE,1.000000
1247,GSFC-EQ,GSFC,,-1.000000,1,,NSE,1.000000
12471,CAGL27A-N6,CAGL27A,,-1.000000,1,,NSE,1.000000
1248,666KA32-SG,666KA32,,-1.000000,100,,NSE,1.000000
1000,656MH32-SG,656MH32,,-1.000000,100,,NSE,1.000000
10055,SFMP6GD-MF,SFMP6GD,,-1.000000,1,,NSE,1.000000
1006,675KA35-SG,675KA35,,-1.000000,100,,NSE,1.000000
1009,68JK35-SG,68JK35,,-1.000000,100,,NSE,1.000000
1011,SCHAEFFLER-EQ,SCHAEFFLER,,-1.000000,1,,NSE,10.000000
10127,MOM50INAV-EQ,MOM50INAV,,-1.000000,1,,NSE,1.000000
10238,CONFIPET-EQ,CONFIPET,,-1.000000,1,,NSE,1.000000
10253,EMKAYTOOLS-SM,EMKAYTOOLS,,-1.000000,150,,NSE,5.000000
10374,802MZ36-SG,802MZ36,,-1.000000,100,,NSE,1.000000
10397,JISLJALEQS-EQ,JISLJALEQS,,-1.000000,1,,NSE,1.000000
10440,LUPIN-EQ,LUPIN,,-1.000000,1,,NSE,10.000000
10471,804AP37-SG,804AP37,,-1.000000,100,,NSE,1.000000
10473,POWERMECH-EQ,POWERMECH,,-1.000000,1,,NSE,10.000000
10477,806JK37-SG,806JK37,,-1.000000,100,,NSE,1.000000
10479,797HR42-SG,797HR42,,-1.000000,100,,NSE,1.000000
10480,797RJ42-SG,797RJ42,,-1.000000,100,,NSE,1.000000
10551,789HP37-SG,789HP37,,-1.000000,100,,NSE,1.000000
10576,NIFTYBEES-EQ,NIFTYBEES,,-1.000000,1,,NSE,1.000000
10605,LOYALTEX-BE,LOYALTEX,,-1.000000,1,,NSE,1.000000
10634,ASAL-EQ,ASAL,,-1.000000,1,,NSE,5.000000
10644,793TN42-SG,793TN42,,-1.000000,100,,NSE,1.000000
10652,777HR32-SG,777HR32,,-1.000000,100,,NSE,1.000000
10690,NIFTYQLITY-EQ,NIFTYQLITY,,-1.000000,1,,NSE,1.000000
10741,728NTPC30B-N9,728NTPC30B,,-1.000000,1,,NSE,1.000000
10749,753NTPC30E-NC,753NTPC30E,,-1.000000,1,,NSE,1.000000
10782,775PN42-SG,775PN42,,-1.000000,100,,NSE,1.000000
10755,APTECHT-EQ,APTECHT,,-1.000000,1,,NSE,1.000000
1080,647KA30-SG,647KA30,,-1.000000,100,,NSE,1.000000
10784,774TS46-SG,774TS46,,-1.000000,100,,NSE,1.000000
1085,GABRIEL-EQ,GABRIEL,,-1.000000,1,,NSE,5.000000
10841,HDFC1406RD-MF,HDFC1406RD,,-1.000000,1,,NSE,1.000000
10859,DREAMFOLKS-EQ,DREAMFOLKS,,-1.000000,1,,NSE,1.000000
10923,753BR32-SG,753BR32,,-1.000000,100,,NSE,1.000000
10965,746TS49-SG,746TS49,,-1.000000,100,,NSE,1.000000
10931,736GS2052-GS,736GS2052,,-1.000000,1,,NSE,1.000000
10955,745HR32-SG,745HR32,,-1.000000,100,,NSE,1.000000
10957,746MP32-SG,746MP32,,-1.000000,100,,NSE,1.000000
10967,VIVIANA-SM,VIVIANA,,-1.000000,200,,NSE,5.000000
11006,LIQUIDBEES-EQ,LIQUIDBEES,,-1.000000,1,,NSE,1.000000
11045,SATIA-EQ,SATIA,,-1.000000,1,,NSE,1.000000
11050,SIRCA-EQ,SIRCA,,-1.000000,1,,NSE,5.000000
11058,SECURKLOUD-EQ,SECURKLOUD,,-1.000000,1,,NSE,1.000000
11065,NATHBIOGEN-EQ,NATHBIOGEN,,-1.000000,1,,NSE,1.000000
11076,AGRITECH-BE,AGRITECH,,-1.000000,1,,NSE,1.000000
1110,DANGEE-EQ,DANGEE,,-1.000000,1,,NSE,1.000000
11097,758GA37A-SG,758GA37A,,-1.000000,100,,NSE,1.000000
11165,COFFEEDAY-EQ,COFFEEDAY,,-1.000000,1,,NSE,1.000000
11195,INDIGO-EQ,INDIGO,,-1.000000,1,,NSE,10.000000
11223,UCOBANK-EQ,UCOBANK,,-1.000000,1,,NSE,1.000000
11286,771MN32-SG,771MN32,,-1.000000,100,,NSE,1.000000
11288,765RJ32A-SG,765RJ32A,,-1.000000,100,,NSE,1.000000
11301,LUXIND-EQ,LUXIND,,-1.000000,1,,NSE,5.000000
11408,781UP32-SG,781UP32,,-1.000000,100,,NSE,1.000000
11413,783TS35-SG,783TS35,,-1.000000,100,,NSE,1.000000
11424,77KL47-SG,77KL47,,-1.000000,100,,NSE,1.000000
11492,SWASTIK-SM,SWASTIK,,-1.000000,1200,,NSE,5.000000
11501,FROG-SM,FROG,,-1.000000,400,,NSE,5.000000
11513,785BR32-SG,785BR32,,-1.000000,100,,NSE,1.000000
1153,GLAXO-EQ,GLAXO,,-1.000000,1,,NSE,10.000000
1157,654AR30-SG,654AR30,,-1.000000,100,,NSE,1.000000
11641,BOHRAIND-BE,BOHRAIND,,-1.000000,1,,NSE,1.000000
1168,GMBREW-EQ,GMBREW,,-1.000000,1,,NSE,5.000000
11689,SUPRAJIT-EQ,SUPRAJIT,,-1.000000,1,,NSE,5.000000
11691,784RJ32-SG,784RJ32,,-1.000000,100,,NSE,1.000000
11730,728IRFC30-NG,728IRFC30,,-1.000000,1,,NSE,1.000000
11820,MANGALAM-BE,MANGALAM,,-1.000000,1,,NSE,1.000000
11864,PRIMESECU-EQ,PRIMESECU,,-1.000000,1,,NSE,5.000000
1196,KANSAINER-EQ,KANSAINER,,-1.000000,1,,NSE,1.000000
11872,GRANULES-EQ,GRANULES,,-1.000000,1,,NSE,5.000000
11979,HTMEDIA-EQ,HTMEDIA,,-1.000000,1,,NSE,1.000000
11999,FCSSOFT-EQ,FCSSOFT,,-1.000000,1,,NSE,1.000000
12006,FAZE3Q-BE,FAZE3Q,,-1.000000,1,,NSE,5.000000
1214,DELTAMAGNT-EQ,DELTAMAGNT,,-1.000000,1,,NSE,1.000000
12173,HNDFDS-EQ,HNDFDS,,-1.000000,1,,NSE,5.000000
1227,65KA30A-SG,65KA30A,,-1.000000,100,,NSE,1.000000
1232,GRASIM-EQ,GRASIM,,-1.000000,1,,NSE,10.000000
12673,762PN32-SG,762PN32,,-1.000000,100,,NSE,1.000000
1274,VASA-SM,VASA,,-1.000000,4000,,NSE,5.000000
12716,TEAMLEASE-EQ,TEAMLEASE,,-1.000000,1,,NSE,10.000000
128,ROUTE-EQ,ROUTE,,-1.000000,1,,NSE,5.000000
12904,SGBAUG27-GB,SGBAUG27,,-1.000000,1,,NSE,1.000000
13038,755BR32A-SG,755BR32A,,-1.000000,100,,NSE,1.000000
13106,NAHARINDUS-EQ,NAHARINDUS,,-1.000000,1,,NSE,1.000000
13112,757AS32-SG,757AS32,,-1.000000,100,,NSE,1.000000
13121,KERNEX-EQ,KERNEX,,-1.000000,1,,NSE,10.000000
13126,REPRO-EQ,REPRO,,-1.000000,1,,NSE,5.000000
13150,UTIDAP35P2-MF,UTIDAP35P2,,-1.000000,1,,NSE,1.000000
13160,UTIRGR35P2-MF,UTIRGR35P2,,-1.000000,1,,NSE,1.000000
13162,CELEBRITY-EQ,CELEBRITY,,-1.000000,1,,NSE,1.000000
13192,ENIL-EQ,ENIL,,-1.000000,1,,NSE,1.000000
13197,GSPL-EQ,GSPL,,-1.000000,1,,NSE,5.000000
13257,767JH37-SG,767JH37,,-1.000000,100,,NSE,1.000000
13369,757GJ31-SG,757GJ31,,-1.000000,100,,NSE,1.000000
1338,SDBL-EQ,SDBL,,-1.000000,1,,NSE,1.000000
13382,763PY32-SG,763PY32,,-1.000000,100,,NSE,1.000000
13384,765KA34-SG,765KA34,,-1.000000,100,,NSE,1.000000
13393,769TN37-SG,769TN37,,-1.000000,100,,NSE,1.000000
1341,585GS2030-GS,585GS2030,,-1.000000,1,,NSE,1.000000
13419,SUPREMEINF-BZ,SUPREMEINF,,-1.000000,1,,NSE,1.000000
13463,PIONEEREMB-EQ,PIONEEREMB,,-1.000000,1,,NSE,1.000000
13487,894SCL27-ZY,894SCL27,,-1.000000,1,,NSE,1.000000
13510,AKASH-EQ,AKASH,,-1.000000,1,,NSE,1.000000
1353,PARAMPARA-SM,PARAMPARA,,-1.000000,8000,,NSE,5.000000
13528,GMRAIRPORT-EQ,GMRAIRPORT,,-1.000000,1,,NSE,1.000000
1361,622KL27-SG,622KL27,,-1.000000,100,,NSE,1.000000
13619,764GA38-SG,764GA38,,-1.000000,100,,NSE,1.000000
13621,764WB42-SG,764WB42,,-1.000000,100,,NSE,1.000000
1368,66MN30-SG,66MN30,,-1.000000,100,,NSE,1.000000
1376,668JH32-SG,668JH32,,-1.000000,100,,NSE,1.000000
13674,SFMP74GR-MF,SFMP74GR,,-1.000000,1,,NSE,1.000000
13675,NRL-EQ,NRL,,-1.000000,1,,NSE,1.000000
13766,DUCOL-SM,DUCOL,,-1.000000,800,,NSE,5.000000
13791,PARSVNATH-EQ,PARSVNATH,,-1.000000,1,,NSE,1.000000
13796,MANALIPETC-EQ,MANALIPETC,,-1.000000,1,,NSE,1.000000
13812,FEL-BZ,FEL,,-1.000000,1,,NSE,1.000000
13852,865IIFL28-NS,865IIFL28,,-1.000000,1,,NSE,1.000000
13880,BANCOINDIA-EQ,BANCOINDIA,,-1.000000,1,,NSE,5.000000
13891,769UP35-SG,769UP35,,-1.000000,100,,NSE,1.000000
13941,PRAENG-EQ,PRAENG,,-1.000000,1,,NSE,1.000000
13943,UTIDQP35P3-MF,UTIDQP35P3,,-1.000000,1,,NSE,1.000000
1406,HINDPETRO-EQ,HINDPETRO,,-1.000000,1,,NSE,5.000000
13968,768HR33-SG,768HR33,,-1.000000,100,,NSE,1.000000
13979,773RJ38-SG,773RJ38,,-1.000000,100,,NSE,1.000000
13982,JASH-EQ,JASH,,-1.000000,1,,NSE,5.000000
14067,WANBURY-BE,WANBURY,,-1.000000,1,,NSE,5.000000
14093,764MP33-SG,764MP33,,-1.000000,100,,NSE,1.000000
14101,PTL-EQ,PTL,,-1.000000,1,,NSE,1.000000
14107,76GJ35-SG,76GJ35,,-1.000000,100,,NSE,1.000000
14112,756TS48-SG,756TS48,,-1.000000,100,,NSE,1.000000
14156,768GJ30-SG,768GJ30,,-1.000000,100,,NSE,1.000000
14218,CTE-EQ,CTE,,-1.000000,1,,NSE,1.000000
14236,HDFCMID150-EQ,HDFCMID150,,-1.000000,1,,NSE,1.000000
14242,HMI150INAV-RL,HMI150INAV,,-1.000000,1,,NSE,1.000000
14245,TVSSRICHAK-EQ,TVSSRICHAK,,-1.000000,1,,NSE,10.000000
14272,765HR33A-SG,765HR33A,,-1.000000,100,,NSE,1.000000
14274,766SK33-SG,766SK33,,-1.000000,100,,NSE,1.000000
14279,759PN39-SG,759PN39,,-1.000000,100,,NSE,1.000000
14309,INDIANB-EQ,INDIANB,,-1.000000,1,,NSE,5.000000
14332,HDFC2638RQ-MF,HDFC2638RQ,,-1.000000,1,,NSE,1.000000
14351,769AP43-SG,769AP43,,-1.000000,100,,NSE,1.000000
14357,756TN53-SG,756TN53,,-1.000000,100,,NSE,1.000000
14361,APOLLOPIPE-EQ,APOLLOPIPE,,-1.000000,1,,NSE,5.000000
1442,SANOFI-EQ,SANOFI,,-1.000000,1,,NSE,10.000000
14374,771GJ33-SG,771GJ33,,-1.000000,100,,NSE,1.000000
14395,UTIDPP36P1-MF,UTIDPP36P1,,-1.000000,1,,NSE,1.000000
14446,775WB39-SG,775WB39,,-1.000000,100,,NSE,1.000000
14451,777MP43-SG,777MP43,,-1.000000,100,,NSE,1.000000
14452,772TS46-SG,772TS46,,-1.000000,100,,NSE,1.000000
14455,757TN53-SG,757TN53,,-1.000000,100,,NSE,1.000000
14462,LEXUS-BE,LEXUS,,-1.000000,1,,NSE,1.000000
14558,774MZ38-SG,774MZ38,,-1.000000,100,,NSE,1.000000
14627,HILTON-EQ,HILTON,,-1.000000,1,,NSE,1.000000
14707,TIMETECHNO-EQ,TIMETECHNO,,-1.000000,1,,NSE,1.000000
14712,HGS-EQ,HGS,,-1.000000,1,,NSE,5.000000
14757,WINSOME-BZ,WINSOME,,-1.000000,1,,NSE,1.000000
14778,131NSETEST-EQ,131NSETEST,,-1.000000,1,,NSE,5.000000
14788,SPARC-EQ,SPARC,,-1.000000,1,,NSE,1.000000
14814,774HR31-SG,774HR31,,-1.000000,100,,NSE,1.000000
14828,WSI-EQ,WSI,,-1.000000,1,,NSE,1.000000
14836,797PN38-SG,797PN38,,-1.000000,100,,NSE,1.000000
14844,789WB40-SG,789WB40,,-1.000000,100,,NSE,1.000000
14850,777MP47-SG,777MP47,,-1.000000,100,,NSE,1.000000
14853,OMAXE-EQ,OMAXE,,-1.000000,1,,NSE,1.000000
14908,KDDL-EQ,KDDL,,-1.000000,1,,NSE,10.000000
14922,PURVA-EQ,PURVA,,-1.000000,1,,NSE,1.000000
14973,729GR2033-GS,729GR2033,,-1.000000,1,,NSE,1.000000
14977,POWERGRID-EQ,POWERGRID,,-1.000000,1,,NSE,5.000000
14992,CCCL-EQ,CCCL,,-1.000000,1,,NSE,1.000000
1508,ASTERDM-EQ,ASTERDM,,-1.000000,1,,NSE,5.000000
15050,717GS2030-GS,717GS2030,,-1.000000,1,,NSE,1.000000
15049,ENERGYDEV-EQ,ENERGYDEV,,-1.000000,1,,NSE,1.000000
15073,BVCL-EQ,BVCL,,-1.000000,1,,NSE,1.000000
1515,INDIACEM-EQ,INDIACEM,,-1.000000,1,,NSE,5.000000
15141,COLPAL-EQ,COLPAL,,-1.000000,1,,NSE,10.000000
15228,UJJIVANSFB-EQ,UJJIVANSFB,,-1.000000,1,,NSE,1.000000
15229,LICNFNHGP-EQ,LICNFNHGP,,-1.000000,1,,NSE,1.000000
15259,RPOWER-EQ,RPOWER,,-1.000000,1,,NSE,1.000000
15295,VIRINCHI-EQ,VIRINCHI,,-1.000000,1,,NSE,1.000000
15303,BANG-EQ,BANG,,-1.000000,1,,NSE,1.000000
15343,SADHNANIQ-EQ,SADHNANIQ,,-1.000000,1,,NSE,1.000000
15360,NAHARCAP-EQ,NAHARCAP,,-1.000000,1,,NSE,1.000000
15374,840CIFCL28-N4,840CIFCL28,,-1.000000,1,,NSE,1.000000
15526,739AP33-SG,739AP33,,-1.000000,100,,NSE,1.000000
1570,GMMPFAUDLR-EQ,GMMPFAUDLR,,-1.000000,1,,NSE,5.000000
15649,ATALREAL-EQ,ATALREAL,,-1.000000,1,,NSE,1.000000
15780,732AP43-SG,732AP43,,-1.000000,100,,NSE,1.000000
16229,736MP33-SG,736MP33,,-1.000000,100,,NSE,1.000000
1628,BECTORFOOD-EQ,BECTORFOOD,,-1.000000,1,,NSE,1.000000
16235,737NL33-SG,737NL33,,-1.000000,100,,NSE,1.000000
16244,738AP35-SG,738AP35,,-1.000000,100,,NSE,1.000000
16249,CCAVENUE-EQ,CCAVENUE,,-1.000000,1,,NSE,1.000000
16379,736WB43-SG,736WB43,,-1.000000,100,,NSE,1.000000
16419,CRAYONS-SM,CRAYONS,,-1.000000,1000,,NSE,5.000000
1663,SUNDROP-EQ,SUNDROP,,-1.000000,1,,NSE,5.000000
16656,729TN53-SG,729TN53,,-1.000000,100,,NSE,1.000000
16719,ALMONDZ-EQ,ALMONDZ,,-1.000000,1,,NSE,1.000000
16705,GOKUL-EQ,GOKUL,,-1.000000,1,,NSE,1.000000
1675,ITI-EQ,ITI,,-1.000000,1,,NSE,5.000000
16725,RPGLIFE-EQ,RPGLIFE,,-1.000000,1,,NSE,10.000000
16814,735TN43-SG,735TN43,,-1.000000,100,,NSE,1.000000
16815,735TS45-SG,735TS45,,-1.000000,100,,NSE,1.000000
16859,SINDHUTRAD-EQ,SINDHUTRAD,,-1.000000,1,,NSE,1.000000
16894,TCHF30-NB,TCHF30,,-1.000000,1,,NSE,1.000000
16961,AATMAJ-SM,AATMAJ,,-1.000000,2000,,NSE,5.000000
16979,74HR33-SG,74HR33,,-1.000000,100,,NSE,1.000000
16995,739RJ48-SG,739RJ48,,-1.000000,100,,NSE,1.000000
17032,THYROCARE-EQ,THYROCARE,,-1.000000,1,,NSE,5.000000
17062,PALREDTEC-EQ,PALREDTEC,,-1.000000,1,,NSE,1.000000
17084,ESFL-SM,ESFL,,-1.000000,360,,NSE,5.000000
17092,GREENCHEF-SM,GREENCHEF,,-1.000000,800,,NSE,5.000000
17104,747KL42-SG,747KL42,,-1.000000,100,,NSE,1.000000
17111,746AP43-SG,746AP43,,-1.000000,100,,NSE,1.000000
17124,746AP34-SG,746AP34,,-1.000000,100,,NSE,1.000000
